Key,School_Code,School_Year,Student_Group,Metric,SchoolScore,AverageScore,Month,ReportType,NSize
299-2013-14-All Students-Net Cumulative-External,299,2013-14,All Students,Net Cumulative,0.07,-0.029999999,April,External,416
299-2013-14-All Students-Entry-External,299,2013-14,All Students,Entry,0.029999999,0.029999999,December,External,416
299-2013-14-All Students-Withdrawal-External,299,2013-14,All Students,Withdrawal,0.02,0.059999999,December,External,416
299-2013-14-All Students-Net Cumulative-External,299,2013-14,All Students,Net Cumulative,0.01,-0.02,December,External,416
299-2013-14-All Students-Entry-External,299,2013-14,All Students,Entry,0.07,0.050000001,February,External,416
299-2013-14-All Students-Withdrawal-External,299,2013-14,All Students,Withdrawal,0.029999999,0.07,February,External,416
299-2013-14-All Students-Net Cumulative-External,299,2013-14,All Students,Net Cumulative,0.039999999,-0.02,February,External,416
299-2013-14-All Students-Entry-External,299,2013-14,All Students,Entry,0.059999999,0.039999999,January,External,416
299-2013-14-All Students-Withdrawal-External,299,2013-14,All Students,Withdrawal,0.029999999,0.07,January,External,416
299-2013-14-All Students-Net Cumulative-External,299,2013-14,All Students,Net Cumulative,0.039999999,-0.02,January,External,416
299-2013-14-All Students-Entry-External,299,2013-14,All Students,Entry,0.100000001,0.050000001,March,External,416
299-2013-14-All Students-Withdrawal-External,299,2013-14,All Students,Withdrawal,0.029999999,0.079999998,March,External,416
299-2013-14-All Students-Net Cumulative-External,299,2013-14,All Students,Net Cumulative,0.07,-0.029999999,March,External,416
299-2013-14-All Students-Entry-External,299,2013-14,All Students,Entry,0.129999995,0.07,May,External,416
299-2013-14-All Students-Withdrawal-External,299,2013-14,All Students,Withdrawal,0.059999999,0.090000004,May,External,416
299-2013-14-All Students-Net Cumulative-External,299,2013-14,All Students,Net Cumulative,0.07,-0.029999999,May,External,416
299-2013-14-All Students-Entry-External,299,2013-14,All Students,Entry,0.029999999,0.029999999,November,External,416
299-2013-14-All Students-Withdrawal-External,299,2013-14,All Students,Withdrawal,0.01,0.050000001,November,External,416
299-2013-14-All Students-Net Cumulative-External,299,2013-14,All Students,Net Cumulative,0.02,-0.02,November,External,416
299-2013-14-All Students-Entry-External,299,2013-14,All Students,Entry,0.02,0.02,October,External,416
299-2013-14-All Students-Withdrawal-External,299,2013-14,All Students,Withdrawal,0,0.039999999,October,External,416
299-2013-14-All Students-Net Cumulative-External,299,2013-14,All Students,Net Cumulative,0.02,-0.02,October,External,416
300-2013-14-All Students-Entry-External,300,2013-14,All Students,Entry,0.07,0.059999999,April,External,406
300-2013-14-All Students-Withdrawal-External,300,2013-14,All Students,Withdrawal,0.029999999,0.090000004,April,External,406
300-2013-14-All Students-Net Cumulative-External,300,2013-14,All Students,Net Cumulative,0.039999999,-0.029999999,April,External,406
300-2013-14-All Students-Entry-External,300,2013-14,All Students,Entry,0.02,0.029999999,December,External,406
300-2013-14-All Students-Withdrawal-External,300,2013-14,All Students,Withdrawal,0.01,0.059999999,December,External,406
300-2013-14-All Students-Net Cumulative-External,300,2013-14,All Students,Net Cumulative,0.01,-0.02,December,External,406
300-2013-14-All Students-Entry-External,300,2013-14,All Students,Entry,0.029999999,0.050000001,February,External,406
300-2013-14-All Students-Withdrawal-External,300,2013-14,All Students,Withdrawal,0.01,0.07,February,External,406
300-2013-14-All Students-Net Cumulative-External,300,2013-14,All Students,Net Cumulative,0.02,-0.02,February,External,406
300-2013-14-All Students-Entry-External,300,2013-14,All Students,Entry,0.029999999,0.039999999,January,External,406
300-2013-14-All Students-Withdrawal-External,300,2013-14,All Students,Withdrawal,0.01,0.07,January,External,406
300-2013-14-All Students-Net Cumulative-External,300,2013-14,All Students,Net Cumulative,0.01,-0.02,January,External,406
300-2013-14-All Students-Entry-External,300,2013-14,All Students,Entry,0.039999999,0.050000001,March,External,406
300-2013-14-All Students-Withdrawal-External,300,2013-14,All Students,Withdrawal,0.02,0.079999998,March,External,406
300-2013-14-All Students-Net Cumulative-External,300,2013-14,All Students,Net Cumulative,0.02,-0.029999999,March,External,406
300-2013-14-All Students-Entry-External,300,2013-14,All Students,Entry,0.07,0.07,May,External,406
300-2013-14-All Students-Withdrawal-External,300,2013-14,All Students,Withdrawal,0.029999999,0.090000004,May,External,406
300-2013-14-All Students-Net Cumulative-External,300,2013-14,All Students,Net Cumulative,0.039999999,-0.029999999,May,External,406
300-2013-14-All Students-Entry-External,300,2013-14,All Students,Entry,0.02,0.029999999,November,External,406
300-2013-14-All Students-Withdrawal-External,300,2013-14,All Students,Withdrawal,0,0.050000001,November,External,406
300-2013-14-All Students-Net Cumulative-External,300,2013-14,All Students,Net Cumulative,0.02,-0.02,November,External,406
300-2013-14-All Students-Entry-External,300,2013-14,All Students,Entry,0.01,0.02,October,External,406
300-2013-14-All Students-Withdrawal-External,300,2013-14,All Students,Withdrawal,0,0.039999999,October,External,406
300-2013-14-All Students-Net Cumulative-External,300,2013-14,All Students,Net Cumulative,0.01,-0.02,October,External,406
301-2013-14-All Students-Entry-External,301,2013-14,All Students,Entry,0.02,0.059999999,April,External,228
301-2013-14-All Students-Withdrawal-External,301,2013-14,All Students,Withdrawal,0.01,0.090000004,April,External,228
301-2013-14-All Students-Net Cumulative-External,301,2013-14,All Students,Net Cumulative,0,-0.029999999,April,External,228
301-2013-14-All Students-Entry-External,301,2013-14,All Students,Entry,0,0.029999999,December,External,228
301-2013-14-All Students-Withdrawal-External,301,2013-14,All Students,Withdrawal,0,0.059999999,December,External,228
301-2013-14-All Students-Net Cumulative-External,301,2013-14,All Students,Net Cumulative,0,-0.029999999,December,External,228
301-2013-14-All Students-Entry-External,301,2013-14,All Students,Entry,0,0.050000001,February,External,228
301-2013-14-All Students-Withdrawal-External,301,2013-14,All Students,Withdrawal,0.01,0.079999998,February,External,228
301-2013-14-All Students-Net Cumulative-External,301,2013-14,All Students,Net Cumulative,0,-0.029999999,February,External,228
301-2013-14-All Students-Entry-External,301,2013-14,All Students,Entry,0,0.039999999,January,External,228
301-2013-14-All Students-Withdrawal-External,301,2013-14,All Students,Withdrawal,0,0.07,January,External,228
301-2013-14-All Students-Net Cumulative-External,301,2013-14,All Students,Net Cumulative,0,-0.029999999,January,External,228
301-2013-14-All Students-Entry-External,301,2013-14,All Students,Entry,0,0.050000001,March,External,228
301-2013-14-All Students-Withdrawal-External,301,2013-14,All Students,Withdrawal,0.01,0.090000004,March,External,228
301-2013-14-All Students-Net Cumulative-External,301,2013-14,All Students,Net Cumulative,-0.01,-0.029999999,March,External,228
301-2013-14-All Students-Entry-External,301,2013-14,All Students,Entry,0.02,0.07,May,External,228
301-2013-14-All Students-Withdrawal-External,301,2013-14,All Students,Withdrawal,0.01,0.100000001,May,External,228
301-2013-14-All Students-Net Cumulative-External,301,2013-14,All Students,Net Cumulative,0,-0.029999999,May,External,228
301-2013-14-All Students-Entry-External,301,2013-14,All Students,Entry,0,0.029999999,November,External,228
301-2013-14-All Students-Withdrawal-External,301,2013-14,All Students,Withdrawal,0,0.050000001,November,External,228
301-2013-14-All Students-Net Cumulative-External,301,2013-14,All Students,Net Cumulative,0,-0.029999999,November,External,228
301-2013-14-All Students-Entry-External,301,2013-14,All Students,Entry,0,0.02,October,External,228
301-2013-14-All Students-Withdrawal-External,301,2013-14,All Students,Withdrawal,0,0.050000001,October,External,228
301-2013-14-All Students-Net Cumulative-External,301,2013-14,All Students,Net Cumulative,0,-0.029999999,October,External,228
302-2013-14-All Students-Entry-External,302,2013-14,All Students,Entry,0.07,0.07,April,External,543
302-2013-14-All Students-Withdrawal-External,302,2013-14,All Students,Withdrawal,0.039999999,0.090000004,April,External,543
302-2013-14-All Students-Net Cumulative-External,302,2013-14,All Students,Net Cumulative,0.029999999,-0.02,April,External,543
302-2013-14-All Students-Entry-External,302,2013-14,All Students,Entry,0.02,0.050000001,December,External,543
302-2013-14-All Students-Withdrawal-External,302,2013-14,All Students,Withdrawal,0.02,0.059999999,December,External,543
302-2013-14-All Students-Net Cumulative-External,302,2013-14,All Students,Net Cumulative,0,-0.02,December,External,543
302-2013-14-All Students-Entry-External,302,2013-14,All Students,Entry,0.039999999,0.059999999,February,External,543
302-2013-14-All Students-Withdrawal-External,302,2013-14,All Students,Withdrawal,0.029999999,0.079999998,February,External,543
302-2013-14-All Students-Net Cumulative-External,302,2013-14,All Students,Net Cumulative,0.01,-0.02,February,External,543
302-2013-14-All Students-Entry-External,302,2013-14,All Students,Entry,0.039999999,0.050000001,January,External,543
302-2013-14-All Students-Withdrawal-External,302,2013-14,All Students,Withdrawal,0.02,0.07,January,External,543
302-2013-14-All Students-Net Cumulative-External,302,2013-14,All Students,Net Cumulative,0.01,-0.01,January,External,543
302-2013-14-All Students-Entry-External,302,2013-14,All Students,Entry,0.050000001,0.07,March,External,543
302-2013-14-All Students-Withdrawal-External,302,2013-14,All Students,Withdrawal,0.029999999,0.079999998,March,External,543
302-2013-14-All Students-Net Cumulative-External,302,2013-14,All Students,Net Cumulative,0.02,-0.02,March,External,543
302-2013-14-All Students-Entry-External,302,2013-14,All Students,Entry,0.090000004,0.079999998,May,External,543
302-2013-14-All Students-Withdrawal-External,302,2013-14,All Students,Withdrawal,0.039999999,0.100000001,May,External,543
302-2013-14-All Students-Net Cumulative-External,302,2013-14,All Students,Net Cumulative,0.050000001,-0.02,May,External,543
302-2013-14-All Students-Entry-External,302,2013-14,All Students,Entry,0.01,0.039999999,November,External,543
302-2013-14-All Students-Withdrawal-External,302,2013-14,All Students,Withdrawal,0.01,0.050000001,November,External,543
302-2013-14-All Students-Net Cumulative-External,302,2013-14,All Students,Net Cumulative,0,-0.01,November,External,543
302-2013-14-All Students-Entry-External,302,2013-14,All Students,Entry,0.01,0.029999999,October,External,543
302-2013-14-All Students-Withdrawal-External,302,2013-14,All Students,Withdrawal,0,0.050000001,October,External,543
302-2013-14-All Students-Net Cumulative-External,302,2013-14,All Students,Net Cumulative,0.01,-0.01,October,External,543
305-2013-14-All Students-Entry-External,305,2013-14,All Students,Entry,0.050000001,0.059999999,April,External,161
305-2013-14-All Students-Withdrawal-External,305,2013-14,All Students,Withdrawal,0.02,0.090000004,April,External,161
305-2013-14-All Students-Net Cumulative-External,305,2013-14,All Students,Net Cumulative,0.02,-0.029999999,April,External,161
305-2013-14-All Students-Entry-External,305,2013-14,All Students,Entry,0.01,0.029999999,December,External,161
305-2013-14-All Students-Withdrawal-External,305,2013-14,All Students,Withdrawal,0.02,0.059999999,December,External,161
305-2013-14-All Students-Net Cumulative-External,305,2013-14,All Students,Net Cumulative,-0.01,-0.02,December,External,161
305-2013-14-All Students-Entry-External,305,2013-14,All Students,Entry,0.029999999,0.050000001,February,External,161
305-2013-14-All Students-Withdrawal-External,305,2013-14,All Students,Withdrawal,0.02,0.07,February,External,161
305-2013-14-All Students-Net Cumulative-External,305,2013-14,All Students,Net Cumulative,0.01,-0.02,February,External,161
305-2013-14-All Students-Entry-External,305,2013-14,All Students,Entry,0.029999999,0.039999999,January,External,161
305-2013-14-All Students-Withdrawal-External,305,2013-14,All Students,Withdrawal,0.02,0.07,January,External,161
305-2013-14-All Students-Net Cumulative-External,305,2013-14,All Students,Net Cumulative,0.01,-0.02,January,External,161
305-2013-14-All Students-Entry-External,305,2013-14,All Students,Entry,0.039999999,0.050000001,March,External,161
305-2013-14-All Students-Withdrawal-External,305,2013-14,All Students,Withdrawal,0.02,0.079999998,March,External,161
305-2013-14-All Students-Net Cumulative-External,305,2013-14,All Students,Net Cumulative,0.01,-0.029999999,March,External,161
305-2013-14-All Students-Entry-External,305,2013-14,All Students,Entry,0.059999999,0.07,May,External,161
305-2013-14-All Students-Withdrawal-External,305,2013-14,All Students,Withdrawal,0.02,0.090000004,May,External,161
305-2013-14-All Students-Net Cumulative-External,305,2013-14,All Students,Net Cumulative,0.029999999,-0.029999999,May,External,161
305-2013-14-All Students-Entry-External,305,2013-14,All Students,Entry,0,0.029999999,November,External,161
305-2013-14-All Students-Withdrawal-External,305,2013-14,All Students,Withdrawal,0.01,0.050000001,November,External,161
305-2013-14-All Students-Net Cumulative-External,305,2013-14,All Students,Net Cumulative,-0.01,-0.02,November,External,161
305-2013-14-All Students-Entry-External,305,2013-14,All Students,Entry,0,0.02,October,External,161
305-2013-14-All Students-Withdrawal-External,305,2013-14,All Students,Withdrawal,0.01,0.039999999,October,External,161
305-2013-14-All Students-Net Cumulative-External,305,2013-14,All Students,Net Cumulative,-0.01,-0.02,October,External,161
307-2013-14-All Students-Entry-External,307,2013-14,All Students,Entry,0.07,0.059999999,April,External,408
307-2013-14-All Students-Withdrawal-External,307,2013-14,All Students,Withdrawal,0.050000001,0.090000004,April,External,408
307-2013-14-All Students-Net Cumulative-External,307,2013-14,All Students,Net Cumulative,0.02,-0.029999999,April,External,408
307-2013-14-All Students-Entry-External,307,2013-14,All Students,Entry,0.029999999,0.029999999,December,External,408
307-2013-14-All Students-Withdrawal-External,307,2013-14,All Students,Withdrawal,0.02,0.059999999,December,External,408
307-2013-14-All Students-Net Cumulative-External,307,2013-14,All Students,Net Cumulative,0,-0.02,December,External,408
307-2013-14-All Students-Entry-External,307,2013-14,All Students,Entry,0.059999999,0.050000001,February,External,408
307-2013-14-All Students-Withdrawal-External,307,2013-14,All Students,Withdrawal,0.039999999,0.07,February,External,408
307-2013-14-All Students-Net Cumulative-External,307,2013-14,All Students,Net Cumulative,0.02,-0.02,February,External,408
307-2013-14-All Students-Entry-External,307,2013-14,All Students,Entry,0.039999999,0.039999999,January,External,408
307-2013-14-All Students-Withdrawal-External,307,2013-14,All Students,Withdrawal,0.029999999,0.07,January,External,408
307-2013-14-All Students-Net Cumulative-External,307,2013-14,All Students,Net Cumulative,0,-0.02,January,External,408
307-2013-14-All Students-Entry-External,307,2013-14,All Students,Entry,0.07,0.050000001,March,External,408
307-2013-14-All Students-Withdrawal-External,307,2013-14,All Students,Withdrawal,0.050000001,0.079999998,March,External,408
307-2013-14-All Students-Net Cumulative-External,307,2013-14,All Students,Net Cumulative,0.02,-0.029999999,March,External,408
307-2013-14-All Students-Entry-External,307,2013-14,All Students,Entry,0.079999998,0.07,May,External,408
307-2013-14-All Students-Withdrawal-External,307,2013-14,All Students,Withdrawal,0.059999999,0.090000004,May,External,408
307-2013-14-All Students-Net Cumulative-External,307,2013-14,All Students,Net Cumulative,0.01,-0.029999999,May,External,408
307-2013-14-All Students-Entry-External,307,2013-14,All Students,Entry,0.02,0.029999999,November,External,408
307-2013-14-All Students-Withdrawal-External,307,2013-14,All Students,Withdrawal,0.02,0.050000001,November,External,408
307-2013-14-All Students-Net Cumulative-External,307,2013-14,All Students,Net Cumulative,0,-0.02,November,External,408
307-2013-14-All Students-Entry-External,307,2013-14,All Students,Entry,0.01,0.02,October,External,408
307-2013-14-All Students-Withdrawal-External,307,2013-14,All Students,Withdrawal,0,0.039999999,October,External,408
307-2013-14-All Students-Net Cumulative-External,307,2013-14,All Students,Net Cumulative,0.01,-0.02,October,External,408
308-2013-14-All Students-Entry-External,308,2013-14,All Students,Entry,0.170000002,0.059999999,April,External,225
308-2013-14-All Students-Withdrawal-External,308,2013-14,All Students,Withdrawal,0.079999998,0.090000004,April,External,225
308-2013-14-All Students-Net Cumulative-External,308,2013-14,All Students,Net Cumulative,0.090000004,-0.029999999,April,External,225
308-2013-14-All Students-Entry-External,308,2013-14,All Students,Entry,0.079999998,0.029999999,December,External,225
308-2013-14-All Students-Withdrawal-External,308,2013-14,All Students,Withdrawal,0.059999999,0.059999999,December,External,225
308-2013-14-All Students-Net Cumulative-External,308,2013-14,All Students,Net Cumulative,0.029999999,-0.02,December,External,225
308-2013-14-All Students-Entry-External,308,2013-14,All Students,Entry,0.129999995,0.050000001,February,External,225
308-2013-14-All Students-Withdrawal-External,308,2013-14,All Students,Withdrawal,0.07,0.07,February,External,225
308-2013-14-All Students-Net Cumulative-External,308,2013-14,All Students,Net Cumulative,0.059999999,-0.02,February,External,225
308-2013-14-All Students-Entry-External,308,2013-14,All Students,Entry,0.100000001,0.039999999,January,External,225
308-2013-14-All Students-Withdrawal-External,308,2013-14,All Students,Withdrawal,0.059999999,0.07,January,External,225
308-2013-14-All Students-Net Cumulative-External,308,2013-14,All Students,Net Cumulative,0.039999999,-0.02,January,External,225
308-2013-14-All Students-Entry-External,308,2013-14,All Students,Entry,0.150000006,0.050000001,March,External,225
308-2013-14-All Students-Withdrawal-External,308,2013-14,All Students,Withdrawal,0.079999998,0.079999998,March,External,225
308-2013-14-All Students-Net Cumulative-External,308,2013-14,All Students,Net Cumulative,0.07,-0.029999999,March,External,225
308-2013-14-All Students-Entry-External,308,2013-14,All Students,Entry,0.180000007,0.07,May,External,225
308-2013-14-All Students-Withdrawal-External,308,2013-14,All Students,Withdrawal,0.079999998,0.090000004,May,External,225
308-2013-14-All Students-Net Cumulative-External,308,2013-14,All Students,Net Cumulative,0.090000004,-0.029999999,May,External,225
308-2013-14-All Students-Entry-External,308,2013-14,All Students,Entry,0.07,0.029999999,November,External,225
308-2013-14-All Students-Withdrawal-External,308,2013-14,All Students,Withdrawal,0.02,0.050000001,November,External,225
308-2013-14-All Students-Net Cumulative-External,308,2013-14,All Students,Net Cumulative,0.050000001,-0.02,November,External,225
308-2013-14-All Students-Entry-External,308,2013-14,All Students,Entry,0.039999999,0.02,October,External,225
308-2013-14-All Students-Withdrawal-External,308,2013-14,All Students,Withdrawal,0.01,0.039999999,October,External,225
308-2013-14-All Students-Net Cumulative-External,308,2013-14,All Students,Net Cumulative,0.02,-0.02,October,External,225
309-2013-14-All Students-Entry-External,309,2013-14,All Students,Entry,0.079999998,0.059999999,April,External,253
309-2013-14-All Students-Withdrawal-External,309,2013-14,All Students,Withdrawal,0.07,0.090000004,April,External,253
309-2013-14-All Students-Net Cumulative-External,309,2013-14,All Students,Net Cumulative,0.01,-0.029999999,April,External,253
309-2013-14-All Students-Entry-External,309,2013-14,All Students,Entry,0.02,0.029999999,December,External,253
309-2013-14-All Students-Withdrawal-External,309,2013-14,All Students,Withdrawal,0.02,0.059999999,December,External,253
309-2013-14-All Students-Net Cumulative-External,309,2013-14,All Students,Net Cumulative,0,-0.02,December,External,253
309-2013-14-All Students-Entry-External,309,2013-14,All Students,Entry,0.059999999,0.050000001,February,External,253
309-2013-14-All Students-Withdrawal-External,309,2013-14,All Students,Withdrawal,0.029999999,0.07,February,External,253
309-2013-14-All Students-Net Cumulative-External,309,2013-14,All Students,Net Cumulative,0.029999999,-0.02,February,External,253
309-2013-14-All Students-Entry-External,309,2013-14,All Students,Entry,0.039999999,0.039999999,January,External,253
309-2013-14-All Students-Withdrawal-External,309,2013-14,All Students,Withdrawal,0.02,0.07,January,External,253
309-2013-14-All Students-Net Cumulative-External,309,2013-14,All Students,Net Cumulative,0.02,-0.02,January,External,253
309-2013-14-All Students-Entry-External,309,2013-14,All Students,Entry,0.059999999,0.050000001,March,External,253
309-2013-14-All Students-Withdrawal-External,309,2013-14,All Students,Withdrawal,0.07,0.079999998,March,External,253
309-2013-14-All Students-Net Cumulative-External,309,2013-14,All Students,Net Cumulative,0,-0.029999999,March,External,253
309-2013-14-All Students-Entry-External,309,2013-14,All Students,Entry,0.090000004,0.07,May,External,253
309-2013-14-All Students-Withdrawal-External,309,2013-14,All Students,Withdrawal,0.07,0.090000004,May,External,253
309-2013-14-All Students-Net Cumulative-External,309,2013-14,All Students,Net Cumulative,0.02,-0.029999999,May,External,253
309-2013-14-All Students-Entry-External,309,2013-14,All Students,Entry,0.01,0.029999999,November,External,253
309-2013-14-All Students-Withdrawal-External,309,2013-14,All Students,Withdrawal,0.02,0.050000001,November,External,253
309-2013-14-All Students-Net Cumulative-External,309,2013-14,All Students,Net Cumulative,-0.01,-0.02,November,External,253
309-2013-14-All Students-Entry-External,309,2013-14,All Students,Entry,0.01,0.02,October,External,253
309-2013-14-All Students-Withdrawal-External,309,2013-14,All Students,Withdrawal,0.01,0.039999999,October,External,253
309-2013-14-All Students-Net Cumulative-External,309,2013-14,All Students,Net Cumulative,0,-0.02,October,External,253
312-2013-14-All Students-Entry-External,312,2013-14,All Students,Entry,0.01,0.150000006,April,External,67
312-2013-14-All Students-Withdrawal-External,312,2013-14,All Students,Withdrawal,0.029999999,0.180000007,April,External,67
312-2013-14-All Students-Net Cumulative-External,312,2013-14,All Students,Net Cumulative,-0.01,-0.029999999,April,External,67
312-2013-14-All Students-Entry-External,312,2013-14,All Students,Entry,0.01,0.07,December,External,67
312-2013-14-All Students-Withdrawal-External,312,2013-14,All Students,Withdrawal,0.01,0.090000004,December,External,67
312-2013-14-All Students-Net Cumulative-External,312,2013-14,All Students,Net Cumulative,0,-0.02,December,External,67
312-2013-14-All Students-Entry-External,312,2013-14,All Students,Entry,0.01,0.129999995,February,External,67
312-2013-14-All Students-Withdrawal-External,312,2013-14,All Students,Withdrawal,0.01,0.129999995,February,External,67
312-2013-14-All Students-Net Cumulative-External,312,2013-14,All Students,Net Cumulative,0,-0.01,February,External,67
312-2013-14-All Students-Entry-External,312,2013-14,All Students,Entry,0.01,0.100000001,January,External,67
312-2013-14-All Students-Withdrawal-External,312,2013-14,All Students,Withdrawal,0.01,0.109999999,January,External,67
312-2013-14-All Students-Net Cumulative-External,312,2013-14,All Students,Net Cumulative,0,-0.01,January,External,67
312-2013-14-All Students-Entry-External,312,2013-14,All Students,Entry,0.01,0.140000001,March,External,67
312-2013-14-All Students-Withdrawal-External,312,2013-14,All Students,Withdrawal,0.029999999,0.159999996,March,External,67
312-2013-14-All Students-Net Cumulative-External,312,2013-14,All Students,Net Cumulative,-0.01,-0.02,March,External,67
312-2013-14-All Students-Entry-External,312,2013-14,All Students,Entry,0.01,0.159999996,May,External,67
312-2013-14-All Students-Withdrawal-External,312,2013-14,All Students,Withdrawal,0.029999999,0.200000003,May,External,67
312-2013-14-All Students-Net Cumulative-External,312,2013-14,All Students,Net Cumulative,-0.01,-0.029999999,May,External,67
312-2013-14-All Students-Entry-External,312,2013-14,All Students,Entry,0,0.059999999,November,External,67
312-2013-14-All Students-Withdrawal-External,312,2013-14,All Students,Withdrawal,0.01,0.07,November,External,67
312-2013-14-All Students-Net Cumulative-External,312,2013-14,All Students,Net Cumulative,-0.01,-0.01,November,External,67
313-2013-14-All Students-Entry-External,313,2013-14,All Students,Entry,0.050000001,0.059999999,April,External,304
313-2013-14-All Students-Withdrawal-External,313,2013-14,All Students,Withdrawal,0.029999999,0.079999998,April,External,304
313-2013-14-All Students-Net Cumulative-External,313,2013-14,All Students,Net Cumulative,0.02,-0.02,April,External,304
313-2013-14-All Students-Entry-External,313,2013-14,All Students,Entry,0.02,0.029999999,December,External,304
313-2013-14-All Students-Withdrawal-External,313,2013-14,All Students,Withdrawal,0.01,0.059999999,December,External,304
313-2013-14-All Students-Net Cumulative-External,313,2013-14,All Students,Net Cumulative,0,-0.02,December,External,304
313-2013-14-All Students-Entry-External,313,2013-14,All Students,Entry,0.029999999,0.050000001,February,External,304
313-2013-14-All Students-Withdrawal-External,313,2013-14,All Students,Withdrawal,0.02,0.07,February,External,304
313-2013-14-All Students-Net Cumulative-External,313,2013-14,All Students,Net Cumulative,0.01,-0.02,February,External,304
313-2013-14-All Students-Entry-External,313,2013-14,All Students,Entry,0.029999999,0.039999999,January,External,304
313-2013-14-All Students-Withdrawal-External,313,2013-14,All Students,Withdrawal,0.02,0.07,January,External,304
313-2013-14-All Students-Net Cumulative-External,313,2013-14,All Students,Net Cumulative,0.01,-0.02,January,External,304
313-2013-14-All Students-Entry-External,313,2013-14,All Students,Entry,0.039999999,0.050000001,March,External,304
313-2013-14-All Students-Withdrawal-External,313,2013-14,All Students,Withdrawal,0.02,0.079999998,March,External,304
313-2013-14-All Students-Net Cumulative-External,313,2013-14,All Students,Net Cumulative,0.01,-0.029999999,March,External,304
313-2013-14-All Students-Entry-External,313,2013-14,All Students,Entry,0.079999998,0.059999999,May,External,304
313-2013-14-All Students-Withdrawal-External,313,2013-14,All Students,Withdrawal,0.029999999,0.090000004,May,External,304
313-2013-14-All Students-Net Cumulative-External,313,2013-14,All Students,Net Cumulative,0.050000001,-0.029999999,May,External,304
313-2013-14-All Students-Entry-External,313,2013-14,All Students,Entry,0.02,0.029999999,November,External,304
313-2013-14-All Students-Withdrawal-External,313,2013-14,All Students,Withdrawal,0.01,0.050000001,November,External,304
313-2013-14-All Students-Net Cumulative-External,313,2013-14,All Students,Net Cumulative,0.01,-0.02,November,External,304
313-2013-14-All Students-Entry-External,313,2013-14,All Students,Entry,0,0.02,October,External,304
313-2013-14-All Students-Withdrawal-External,313,2013-14,All Students,Withdrawal,0.01,0.039999999,October,External,304
313-2013-14-All Students-Net Cumulative-External,313,2013-14,All Students,Net Cumulative,-0.01,-0.02,October,External,304
315-2013-14-All Students-Entry-External,315,2013-14,All Students,Entry,0.079999998,0.059999999,April,External,296
315-2013-14-All Students-Withdrawal-External,315,2013-14,All Students,Withdrawal,0.079999998,0.090000004,April,External,296
315-2013-14-All Students-Net Cumulative-External,315,2013-14,All Students,Net Cumulative,0,-0.029999999,April,External,296
315-2013-14-All Students-Entry-External,315,2013-14,All Students,Entry,0.029999999,0.029999999,December,External,296
315-2013-14-All Students-Withdrawal-External,315,2013-14,All Students,Withdrawal,0.039999999,0.059999999,December,External,296
315-2013-14-All Students-Net Cumulative-External,315,2013-14,All Students,Net Cumulative,-0.01,-0.02,December,External,296
315-2013-14-All Students-Entry-External,315,2013-14,All Students,Entry,0.050000001,0.050000001,February,External,296
315-2013-14-All Students-Withdrawal-External,315,2013-14,All Students,Withdrawal,0.059999999,0.07,February,External,296
315-2013-14-All Students-Net Cumulative-External,315,2013-14,All Students,Net Cumulative,-0.01,-0.02,February,External,296
315-2013-14-All Students-Entry-External,315,2013-14,All Students,Entry,0.039999999,0.039999999,January,External,296
315-2013-14-All Students-Withdrawal-External,315,2013-14,All Students,Withdrawal,0.050000001,0.07,January,External,296
315-2013-14-All Students-Net Cumulative-External,315,2013-14,All Students,Net Cumulative,-0.02,-0.02,January,External,296
315-2013-14-All Students-Entry-External,315,2013-14,All Students,Entry,0.059999999,0.050000001,March,External,296
315-2013-14-All Students-Withdrawal-External,315,2013-14,All Students,Withdrawal,0.07,0.079999998,March,External,296
315-2013-14-All Students-Net Cumulative-External,315,2013-14,All Students,Net Cumulative,-0.01,-0.029999999,March,External,296
315-2013-14-All Students-Entry-External,315,2013-14,All Students,Entry,0.090000004,0.07,May,External,296
315-2013-14-All Students-Withdrawal-External,315,2013-14,All Students,Withdrawal,0.090000004,0.090000004,May,External,296
315-2013-14-All Students-Net Cumulative-External,315,2013-14,All Students,Net Cumulative,0,-0.029999999,May,External,296
315-2013-14-All Students-Entry-External,315,2013-14,All Students,Entry,0.01,0.029999999,November,External,296
315-2013-14-All Students-Withdrawal-External,315,2013-14,All Students,Withdrawal,0.01,0.050000001,November,External,296
315-2013-14-All Students-Net Cumulative-External,315,2013-14,All Students,Net Cumulative,0,-0.02,November,External,296
315-2013-14-All Students-Entry-External,315,2013-14,All Students,Entry,0.01,0.02,October,External,296
315-2013-14-All Students-Withdrawal-External,315,2013-14,All Students,Withdrawal,0.01,0.039999999,October,External,296
315-2013-14-All Students-Net Cumulative-External,315,2013-14,All Students,Net Cumulative,0,-0.02,October,External,296
316-2013-14-All Students-Entry-External,316,2013-14,All Students,Entry,0.119999997,0.059999999,April,External,335
316-2013-14-All Students-Withdrawal-External,316,2013-14,All Students,Withdrawal,0.050000001,0.090000004,April,External,335
316-2013-14-All Students-Net Cumulative-External,316,2013-14,All Students,Net Cumulative,0.07,-0.029999999,April,External,335
316-2013-14-All Students-Entry-External,316,2013-14,All Students,Entry,0.059999999,0.029999999,December,External,335
316-2013-14-All Students-Withdrawal-External,316,2013-14,All Students,Withdrawal,0.029999999,0.059999999,December,External,335
