Key,School_Code,School_Year,Student_Group,Metric,SchoolScore,AverageScore,ReportType,NSize
296-2013-14-Female-Suspended 11+-External,296,2013-14,Female,Suspended 11+,0,0,External,235
296-2013-14-Free or Reduced Lunch-Suspended 11+-External,296,2013-14,Free or Reduced Lunch,Suspended 11+,0,0,External,465
296-2013-14-Free or Reduced Lunch-Suspended 1+-External,296,2013-14,Free or Reduced Lunch,Suspended 1+,2,7,External,465
296-2013-14-Male-Suspended 11+-External,296,2013-14,Male,Suspended 11+,0,0,External,230
296-2013-14-Male-Suspended 1+-External,296,2013-14,Male,Suspended 1+,3,8,External,230
296-2013-14-Special Education-Suspended 1+-External,296,2013-14,Special Education,Suspended 1+,5,11,External,57
296-2013-14-Special Education-Suspended 11+-External,296,2013-14,Special Education,Suspended 11+,0,0,External,57
299-2013-14-All Students-Suspended 11+-External,299,2013-14,All Students,Suspended 11+,0,0,External,416
299-2013-14-All Students-Suspended 1+-External,299,2013-14,All Students,Suspended 1+,1,6,External,416
299-2013-14-Black non-Hispanic-Suspended 1+-External,299,2013-14,Black non-Hispanic,Suspended 1+,2,7,External,381
299-2013-14-Black non-Hispanic-Suspended 11+-External,299,2013-14,Black non-Hispanic,Suspended 11+,0,0,External,381
299-2013-14-Female-Suspended 1+-External,299,2013-14,Female,Suspended 1+,1,3,External,194
299-2013-14-Female-Suspended 11+-External,299,2013-14,Female,Suspended 11+,0,0,External,194
299-2013-14-Free or Reduced Lunch-Suspended 1+-External,299,2013-14,Free or Reduced Lunch,Suspended 1+,1,7,External,416
299-2013-14-Free or Reduced Lunch-Suspended 11+-External,299,2013-14,Free or Reduced Lunch,Suspended 11+,0,0,External,416
299-2013-14-Male-Suspended 11+-External,299,2013-14,Male,Suspended 11+,0,0,External,222
299-2013-14-Male-Suspended 1+-External,299,2013-14,Male,Suspended 1+,2,8,External,222
299-2013-14-Special Education-Suspended 1+-External,299,2013-14,Special Education,Suspended 1+,3,11,External,64
299-2013-14-Special Education-Suspended 11+-External,299,2013-14,Special Education,Suspended 11+,0,0,External,64
300-2013-14-All Students-Suspended 1+-External,300,2013-14,All Students,Suspended 1+,2,6,External,406
300-2013-14-All Students-Suspended 11+-External,300,2013-14,All Students,Suspended 11+,0,0,External,406
300-2013-14-Black non-Hispanic-Suspended 1+-External,300,2013-14,Black non-Hispanic,Suspended 1+,3,7,External,38
300-2013-14-Black non-Hispanic-Suspended 11+-External,300,2013-14,Black non-Hispanic,Suspended 11+,0,0,External,38
300-2013-14-Female-Suspended 11+-External,300,2013-14,Female,Suspended 11+,0,0,External,209
300-2013-14-Female-Suspended 1+-External,300,2013-14,Female,Suspended 1+,0,3,External,209
300-2013-14-Free or Reduced Lunch-Suspended 1+-External,300,2013-14,Free or Reduced Lunch,Suspended 1+,2,7,External,406
300-2013-14-Free or Reduced Lunch-Suspended 11+-External,300,2013-14,Free or Reduced Lunch,Suspended 11+,0,0,External,406
300-2013-14-Male-Suspended 11+-External,300,2013-14,Male,Suspended 11+,0,0,External,197
300-2013-14-Male-Suspended 1+-External,300,2013-14,Male,Suspended 1+,5,8,External,197
300-2013-14-Multiracial-Suspended 1+-External,300,2013-14,Multiracial,Suspended 1+,0,2,External,11
300-2013-14-Multiracial-Suspended 11+-External,300,2013-14,Multiracial,Suspended 11+,0,0,External,11
300-2013-14-Special Education-Suspended 11+-External,300,2013-14,Special Education,Suspended 11+,0,0,External,48
300-2013-14-Special Education-Suspended 1+-External,300,2013-14,Special Education,Suspended 1+,2,11,External,48
300-2013-14-White non-Hispanic-Suspended 11+-External,300,2013-14,White non-Hispanic,Suspended 11+,0,0,External,13
300-2013-14-White non-Hispanic-Suspended 1+-External,300,2013-14,White non-Hispanic,Suspended 1+,0,1,External,13
301-2013-14-All Students-Suspended 11+-External,301,2013-14,All Students,Suspended 11+,0,0,External,228
301-2013-14-All Students-Suspended 1+-External,301,2013-14,All Students,Suspended 1+,0,2,External,228
301-2013-14-Black non-Hispanic-Suspended 1+-External,301,2013-14,Black non-Hispanic,Suspended 1+,0,2,External,67
301-2013-14-Black non-Hispanic-Suspended 11+-External,301,2013-14,Black non-Hispanic,Suspended 11+,0,0,External,67
301-2013-14-Female-Suspended 1+-External,301,2013-14,Female,Suspended 1+,0,1,External,119
301-2013-14-Female-Suspended 11+-External,301,2013-14,Female,Suspended 11+,0,0,External,119
301-2013-14-Free or Reduced Lunch-Suspended 1+-External,301,2013-14,Free or Reduced Lunch,Suspended 1+,0,2,External,32
301-2013-14-Free or Reduced Lunch-Suspended 11+-External,301,2013-14,Free or Reduced Lunch,Suspended 11+,0,0,External,32
301-2013-14-Male-Suspended 1+-External,301,2013-14,Male,Suspended 1+,0,3,External,109
301-2013-14-Male-Suspended 11+-External,301,2013-14,Male,Suspended 11+,0,0,External,109
301-2013-14-Multiracial-Suspended 11+-External,301,2013-14,Multiracial,Suspended 11+,0,0,External,12
301-2013-14-Multiracial-Suspended 1+-External,301,2013-14,Multiracial,Suspended 1+,0,1,External,12
301-2013-14-White non-Hispanic-Suspended 11+-External,301,2013-14,White non-Hispanic,Suspended 11+,0,0,External,134
301-2013-14-White non-Hispanic-Suspended 1+-External,301,2013-14,White non-Hispanic,Suspended 1+,0,1,External,134
302-2013-14-All Students-Suspended 11+-External,302,2013-14,All Students,Suspended 11+,0,0,External,543
302-2013-14-All Students-Suspended 1+-External,302,2013-14,All Students,Suspended 1+,0,10,External,543
302-2013-14-Black non-Hispanic-Suspended 1+-External,302,2013-14,Black non-Hispanic,Suspended 1+,0,13,External,228
302-2013-14-Black non-Hispanic-Suspended 11+-External,302,2013-14,Black non-Hispanic,Suspended 11+,0,0,External,228
302-2013-14-Female-Suspended 1+-External,302,2013-14,Female,Suspended 1+,0,7,External,274
302-2013-14-Female-Suspended 11+-External,302,2013-14,Female,Suspended 11+,0,0,External,274
302-2013-14-Free or Reduced Lunch-Suspended 11+-External,302,2013-14,Free or Reduced Lunch,Suspended 11+,0,0,External,543
302-2013-14-Free or Reduced Lunch-Suspended 1+-External,302,2013-14,Free or Reduced Lunch,Suspended 1+,0,12,External,543
302-2013-14-Male-Suspended 1+-External,302,2013-14,Male,Suspended 1+,0,13,External,269
302-2013-14-Male-Suspended 11+-External,302,2013-14,Male,Suspended 11+,0,0,External,269
302-2013-14-Special Education-Suspended 11+-External,302,2013-14,Special Education,Suspended 11+,0,0,External,78
302-2013-14-Special Education-Suspended 1+-External,302,2013-14,Special Education,Suspended 1+,1,18,External,78
305-2013-14-All Students-Suspended 11+-External,305,2013-14,All Students,Suspended 11+,0,0,External,161
305-2013-14-All Students-Suspended 1+-External,305,2013-14,All Students,Suspended 1+,1,6,External,161
305-2013-14-Asian-Suspended 1+-External,305,2013-14,Asian,Suspended 1+,0,2,External,11
305-2013-14-Asian-Suspended 11+-External,305,2013-14,Asian,Suspended 11+,0,0,External,11
305-2013-14-Black non-Hispanic-Suspended 1+-External,305,2013-14,Black non-Hispanic,Suspended 1+,6,7,External,36
305-2013-14-Black non-Hispanic-Suspended 11+-External,305,2013-14,Black non-Hispanic,Suspended 11+,0,0,External,36
305-2013-14-Female-Suspended 11+-External,305,2013-14,Female,Suspended 11+,0,0,External,93
305-2013-14-Female-Suspended 1+-External,305,2013-14,Female,Suspended 1+,0,3,External,93
305-2013-14-Free or Reduced Lunch-Suspended 1+-External,305,2013-14,Free or Reduced Lunch,Suspended 1+,0,7,External,40
305-2013-14-Free or Reduced Lunch-Suspended 11+-External,305,2013-14,Free or Reduced Lunch,Suspended 11+,0,0,External,40
305-2013-14-Male-Suspended 1+-External,305,2013-14,Male,Suspended 1+,3,8,External,68
305-2013-14-Male-Suspended 11+-External,305,2013-14,Male,Suspended 11+,0,0,External,68
305-2013-14-Multiracial-Suspended 11+-External,305,2013-14,Multiracial,Suspended 11+,0,0,External,17
305-2013-14-Multiracial-Suspended 1+-External,305,2013-14,Multiracial,Suspended 1+,0,2,External,17
305-2013-14-White non-Hispanic-Suspended 1+-External,305,2013-14,White non-Hispanic,Suspended 1+,0,1,External,73
305-2013-14-White non-Hispanic-Suspended 11+-External,305,2013-14,White non-Hispanic,Suspended 11+,0,0,External,73
307-2013-14-All Students-Suspended 1+-External,307,2013-14,All Students,Suspended 1+,9,6,External,408
307-2013-14-All Students-Suspended 11+-External,307,2013-14,All Students,Suspended 11+,0,0,External,408
307-2013-14-Black non-Hispanic-Suspended 11+-External,307,2013-14,Black non-Hispanic,Suspended 11+,0,0,External,401
307-2013-14-Black non-Hispanic-Suspended 1+-External,307,2013-14,Black non-Hispanic,Suspended 1+,8,7,External,401
307-2013-14-Female-Suspended 1+-External,307,2013-14,Female,Suspended 1+,4,3,External,188
307-2013-14-Female-Suspended 11+-External,307,2013-14,Female,Suspended 11+,0,0,External,188
307-2013-14-Free or Reduced Lunch-Suspended 11+-External,307,2013-14,Free or Reduced Lunch,Suspended 11+,0,0,External,408
307-2013-14-Free or Reduced Lunch-Suspended 1+-External,307,2013-14,Free or Reduced Lunch,Suspended 1+,9,7,External,408
307-2013-14-Male-Suspended 1+-External,307,2013-14,Male,Suspended 1+,12,8,External,220
307-2013-14-Male-Suspended 11+-External,307,2013-14,Male,Suspended 11+,0,0,External,220
307-2013-14-Special Education-Suspended 11+-External,307,2013-14,Special Education,Suspended 11+,0,0,External,42
307-2013-14-Special Education-Suspended 1+-External,307,2013-14,Special Education,Suspended 1+,17,11,External,42
308-2013-14-All Students-Suspended 1+-External,308,2013-14,All Students,Suspended 1+,8,6,External,225
308-2013-14-All Students-Suspended 11+-External,308,2013-14,All Students,Suspended 11+,0,0,External,225
308-2013-14-Black non-Hispanic-Suspended 11+-External,308,2013-14,Black non-Hispanic,Suspended 11+,0,0,External,224
308-2013-14-Black non-Hispanic-Suspended 1+-External,308,2013-14,Black non-Hispanic,Suspended 1+,8,7,External,224
308-2013-14-Female-Suspended 1+-External,308,2013-14,Female,Suspended 1+,6,3,External,99
308-2013-14-Female-Suspended 11+-External,308,2013-14,Female,Suspended 11+,0,0,External,99
308-2013-14-Free or Reduced Lunch-Suspended 11+-External,308,2013-14,Free or Reduced Lunch,Suspended 11+,0,0,External,224
308-2013-14-Free or Reduced Lunch-Suspended 1+-External,308,2013-14,Free or Reduced Lunch,Suspended 1+,8,7,External,224
308-2013-14-Male-Suspended 11+-External,308,2013-14,Male,Suspended 11+,0,0,External,126
308-2013-14-Male-Suspended 1+-External,308,2013-14,Male,Suspended 1+,10,8,External,126
308-2013-14-Special Education-Suspended 11+-External,308,2013-14,Special Education,Suspended 11+,0,0,External,22
308-2013-14-Special Education-Suspended 1+-External,308,2013-14,Special Education,Suspended 1+,23,11,External,22
309-2013-14-All Students-Suspended 11+-External,309,2013-14,All Students,Suspended 11+,0,0,External,253
309-2013-14-All Students-Suspended 1+-External,309,2013-14,All Students,Suspended 1+,0,6,External,253
309-2013-14-Asian-Suspended 1+-External,309,2013-14,Asian,Suspended 1+,0,2,External,32
309-2013-14-Asian-Suspended 11+-External,309,2013-14,Asian,Suspended 11+,0,0,External,32
309-2013-14-Black non-Hispanic-Suspended 11+-External,309,2013-14,Black non-Hispanic,Suspended 11+,0,0,External,99
309-2013-14-Black non-Hispanic-Suspended 1+-External,309,2013-14,Black non-Hispanic,Suspended 1+,0,7,External,99
309-2013-14-Female-Suspended 11+-External,309,2013-14,Female,Suspended 11+,0,0,External,115
309-2013-14-Female-Suspended 1+-External,309,2013-14,Female,Suspended 1+,0,3,External,115
309-2013-14-Free or Reduced Lunch-Suspended 11+-External,309,2013-14,Free or Reduced Lunch,Suspended 11+,0,0,External,253
309-2013-14-Free or Reduced Lunch-Suspended 1+-External,309,2013-14,Free or Reduced Lunch,Suspended 1+,0,7,External,253
309-2013-14-Male-Suspended 1+-External,309,2013-14,Male,Suspended 1+,0,8,External,138
309-2013-14-Male-Suspended 11+-External,309,2013-14,Male,Suspended 11+,0,0,External,138
309-2013-14-Special Education-Suspended 11+-External,309,2013-14,Special Education,Suspended 11+,0,0,External,35
309-2013-14-Special Education-Suspended 1+-External,309,2013-14,Special Education,Suspended 1+,0,11,External,35
312-2013-14-All Students-Suspended 11+-External,312,2013-14,All Students,Suspended 11+,0,0,External,67
312-2013-14-All Students-Suspended 1+-External,312,2013-14,All Students,Suspended 1+,0,11,External,67
312-2013-14-Black non-Hispanic-Suspended 1+-External,312,2013-14,Black non-Hispanic,Suspended 1+,0,15,External,58
312-2013-14-Black non-Hispanic-Suspended 11+-External,312,2013-14,Black non-Hispanic,Suspended 11+,0,0,External,58
312-2013-14-Female-Suspended 11+-External,312,2013-14,Female,Suspended 11+,0,0,External,35
312-2013-14-Female-Suspended 1+-External,312,2013-14,Female,Suspended 1+,0,8,External,35
312-2013-14-Free or Reduced Lunch-Suspended 1+-External,312,2013-14,Free or Reduced Lunch,Suspended 1+,0,13,External,67
312-2013-14-Free or Reduced Lunch-Suspended 11+-External,312,2013-14,Free or Reduced Lunch,Suspended 11+,0,0,External,67
312-2013-14-Male-Suspended 11+-External,312,2013-14,Male,Suspended 11+,0,0,External,32
312-2013-14-Male-Suspended 1+-External,312,2013-14,Male,Suspended 1+,0,14,External,32
312-2013-14-Special Education-Suspended 1+-External,312,2013-14,Special Education,Suspended 1+,0,21,External,65
312-2013-14-Special Education-Suspended 11+-External,312,2013-14,Special Education,Suspended 11+,0,1,External,65
313-2013-14-All Students-Suspended 1+-External,313,2013-14,All Students,Suspended 1+,0,6,External,304
313-2013-14-All Students-Suspended 11+-External,313,2013-14,All Students,Suspended 11+,0,0,External,304
313-2013-14-Black non-Hispanic-Suspended 11+-External,313,2013-14,Black non-Hispanic,Suspended 11+,0,0,External,239
313-2013-14-Black non-Hispanic-Suspended 1+-External,313,2013-14,Black non-Hispanic,Suspended 1+,0,8,External,239
313-2013-14-Female-Suspended 1+-External,313,2013-14,Female,Suspended 1+,0,4,External,159
313-2013-14-Female-Suspended 11+-External,313,2013-14,Female,Suspended 11+,0,0,External,159
313-2013-14-Free or Reduced Lunch-Suspended 1+-External,313,2013-14,Free or Reduced Lunch,Suspended 1+,0,7,External,100
313-2013-14-Free or Reduced Lunch-Suspended 11+-External,313,2013-14,Free or Reduced Lunch,Suspended 11+,0,0,External,100
313-2013-14-Male-Suspended 1+-External,313,2013-14,Male,Suspended 1+,0,8,External,145
313-2013-14-Male-Suspended 11+-External,313,2013-14,Male,Suspended 11+,0,0,External,145
313-2013-14-Multiracial-Suspended 11+-External,313,2013-14,Multiracial,Suspended 11+,0,0,External,23
313-2013-14-Multiracial-Suspended 1+-External,313,2013-14,Multiracial,Suspended 1+,0,2,External,23
313-2013-14-Special Education-Suspended 11+-External,313,2013-14,Special Education,Suspended 11+,0,0,External,26
313-2013-14-Special Education-Suspended 1+-External,313,2013-14,Special Education,Suspended 1+,0,11,External,26
313-2013-14-White non-Hispanic-Suspended 11+-External,313,2013-14,White non-Hispanic,Suspended 11+,0,0,External,13
313-2013-14-White non-Hispanic-Suspended 1+-External,313,2013-14,White non-Hispanic,Suspended 1+,0,0,External,13
315-2013-14-All Students-Suspended 1+-External,315,2013-14,All Students,Suspended 1+,0,6,External,296
315-2013-14-All Students-Suspended 11+-External,315,2013-14,All Students,Suspended 11+,0,0,External,296
315-2013-14-Black non-Hispanic-Suspended 11+-External,315,2013-14,Black non-Hispanic,Suspended 11+,0,0,External,295
315-2013-14-Black non-Hispanic-Suspended 1+-External,315,2013-14,Black non-Hispanic,Suspended 1+,0,7,External,295
315-2013-14-Female-Suspended 1+-External,315,2013-14,Female,Suspended 1+,0,3,External,146
315-2013-14-Female-Suspended 11+-External,315,2013-14,Female,Suspended 11+,0,0,External,146
315-2013-14-Free or Reduced Lunch-Suspended 11+-External,315,2013-14,Free or Reduced Lunch,Suspended 11+,0,0,External,296
315-2013-14-Free or Reduced Lunch-Suspended 1+-External,315,2013-14,Free or Reduced Lunch,Suspended 1+,0,7,External,296
315-2013-14-Male-Suspended 1+-External,315,2013-14,Male,Suspended 1+,0,8,External,150
315-2013-14-Male-Suspended 11+-External,315,2013-14,Male,Suspended 11+,0,0,External,150
315-2013-14-Special Education-Suspended 11+-External,315,2013-14,Special Education,Suspended 11+,0,0,External,45
315-2013-14-Special Education-Suspended 1+-External,315,2013-14,Special Education,Suspended 1+,0,11,External,45
316-2013-14-All Students-Suspended 1+-External,316,2013-14,All Students,Suspended 1+,3,6,External,335
316-2013-14-All Students-Suspended 11+-External,316,2013-14,All Students,Suspended 11+,0,0,External,335
316-2013-14-Black non-Hispanic-Suspended 11+-External,316,2013-14,Black non-Hispanic,Suspended 11+,0,0,External,331
316-2013-14-Black non-Hispanic-Suspended 1+-External,316,2013-14,Black non-Hispanic,Suspended 1+,3,7,External,331
316-2013-14-Female-Suspended 1+-External,316,2013-14,Female,Suspended 1+,2,3,External,157
316-2013-14-Female-Suspended 11+-External,316,2013-14,Female,Suspended 11+,0,0,External,157
316-2013-14-Free or Reduced Lunch-Suspended 1+-External,316,2013-14,Free or Reduced Lunch,Suspended 1+,3,7,External,335
316-2013-14-Free or Reduced Lunch-Suspended 11+-External,316,2013-14,Free or Reduced Lunch,Suspended 11+,0,0,External,335
316-2013-14-Male-Suspended 11+-External,316,2013-14,Male,Suspended 11+,0,0,External,178
316-2013-14-Male-Suspended 1+-External,316,2013-14,Male,Suspended 1+,4,8,External,178
316-2013-14-Special Education-Suspended 11+-External,316,2013-14,Special Education,Suspended 11+,0,0,External,46
316-2013-14-Special Education-Suspended 1+-External,316,2013-14,Special Education,Suspended 1+,2,11,External,46
319-2013-14-All Students-Suspended 11+-External,319,2013-14,All Students,Suspended 11+,0,0,External,585
319-2013-14-All Students-Suspended 1+-External,319,2013-14,All Students,Suspended 1+,7,6,External,585
319-2013-14-Black non-Hispanic-Suspended 1+-External,319,2013-14,Black non-Hispanic,Suspended 1+,8,7,External,566
319-2013-14-Black non-Hispanic-Suspended 11+-External,319,2013-14,Black non-Hispanic,Suspended 11+,0,0,External,566
319-2013-14-Female-Suspended 1+-External,319,2013-14,Female,Suspended 1+,5,3,External,292
319-2013-14-Female-Suspended 11+-External,319,2013-14,Female,Suspended 11+,0,0,External,292
319-2013-14-Free or Reduced Lunch-Suspended 11+-External,319,2013-14,Free or Reduced Lunch,Suspended 11+,0,0,External,585
319-2013-14-Free or Reduced Lunch-Suspended 1+-External,319,2013-14,Free or Reduced Lunch,Suspended 1+,7,7,External,585
319-2013-14-Male-Suspended 11+-External,319,2013-14,Male,Suspended 11+,0,0,External,293
319-2013-14-Male-Suspended 1+-External,319,2013-14,Male,Suspended 1+,10,8,External,293
319-2013-14-Special Education-Suspended 11+-External,319,2013-14,Special Education,Suspended 11+,0,0,External,58
319-2013-14-Special Education-Suspended 1+-External,319,2013-14,Special Education,Suspended 1+,9,11,External,58
321-2013-14-All Students-Suspended 11+-External,321,2013-14,All Students,Suspended 11+,0,0,External,381
321-2013-14-All Students-Suspended 1+-External,321,2013-14,All Students,Suspended 1+,0,6,External,381
321-2013-14-Asian-Suspended 1+-External,321,2013-14,Asian,Suspended 1+,0,2,External,24
321-2013-14-Asian-Suspended 11+-External,321,2013-14,Asian,Suspended 11+,0,0,External,24
321-2013-14-Black non-Hispanic-Suspended 11+-External,321,2013-14,Black non-Hispanic,Suspended 11+,0,0,External,59
321-2013-14-Black non-Hispanic-Suspended 1+-External,321,2013-14,Black non-Hispanic,Suspended 1+,2,8,External,59
321-2013-14-Female-Suspended 1+-External,321,2013-14,Female,Suspended 1+,0,4,External,192
321-2013-14-Female-Suspended 11+-External,321,2013-14,Female,Suspended 11+,0,0,External,192
321-2013-14-Free or Reduced Lunch-Suspended 11+-External,321,2013-14,Free or Reduced Lunch,Suspended 11+,0,0,External,55
321-2013-14-Free or Reduced Lunch-Suspended 1+-External,321,2013-14,Free or Reduced Lunch,Suspended 1+,2,7,External,55
321-2013-14-Male-Suspended 1+-External,321,2013-14,Male,Suspended 1+,1,8,External,189
321-2013-14-Male-Suspended 11+-External,321,2013-14,Male,Suspended 11+,0,0,External,189
321-2013-14-Multiracial-Suspended 11+-External,321,2013-14,Multiracial,Suspended 11+,0,0,External,18
321-2013-14-Multiracial-Suspended 1+-External,321,2013-14,Multiracial,Suspended 1+,0,2,External,18
321-2013-14-Special Education-Suspended 11+-External,321,2013-14,Special Education,Suspended 11+,0,0,External,24
321-2013-14-Special Education-Suspended 1+-External,321,2013-14,Special Education,Suspended 1+,4,11,External,24
321-2013-14-White non-Hispanic-Suspended 11+-External,321,2013-14,White non-Hispanic,Suspended 11+,0,0,External,245
321-2013-14-White non-Hispanic-Suspended 1+-External,321,2013-14,White non-Hispanic,Suspended 1+,0,0,External,245
322-2013-14-All Students-Suspended 11+-External,322,2013-14,All Students,Suspended 11+,0,0,External,290
322-2013-14-All Students-Suspended 1+-External,322,2013-14,All Students,Suspended 1+,0,6,External,290
322-2013-14-Black non-Hispanic-Suspended 11+-External,322,2013-14,Black non-Hispanic,Suspended 11+,0,0,External,276
322-2013-14-Black non-Hispanic-Suspended 1+-External,322,2013-14,Black non-Hispanic,Suspended 1+,0,7,External,276
322-2013-14-Female-Suspended 1+-External,322,2013-14,Female,Suspended 1+,0,3,External,145
322-2013-14-Female-Suspended 11+-External,322,2013-14,Female,Suspended 11+,0,0,External,145
322-2013-14-Free or Reduced Lunch-Suspended 1+-External,322,2013-14,Free or Reduced Lunch,Suspended 1+,0,7,External,290
322-2013-14-Free or Reduced Lunch-Suspended 11+-External,322,2013-14,Free or Reduced Lunch,Suspended 11+,0,0,External,290
322-2013-14-Male-Suspended 11+-External,322,2013-14,Male,Suspended 11+,0,0,External,145
322-2013-14-Male-Suspended 1+-External,322,2013-14,Male,Suspended 1+,0,8,External,145
322-2013-14-Special Education-Suspended 1+-External,322,2013-14,Special Education,Suspended 1+,0,11,External,41
322-2013-14-Special Education-Suspended 11+-External,322,2013-14,Special Education,Suspended 11+,0,0,External,41
324-2013-14-All Students-Suspended 11+-External,324,2013-14,All Students,Suspended 11+,0,0,External,442
324-2013-14-All Students-Suspended 1+-External,324,2013-14,All Students,Suspended 1+,3,10,External,442
324-2013-14-Black non-Hispanic-Suspended 11+-External,324,2013-14,Black non-Hispanic,Suspended 11+,0,0,External,288
324-2013-14-Black non-Hispanic-Suspended 1+-External,324,2013-14,Black non-Hispanic,Suspended 1+,5,13,External,288
324-2013-14-Female-Suspended 11+-External,324,2013-14,Female,Suspended 11+,0,0,External,208
324-2013-14-Female-Suspended 1+-External,324,2013-14,Female,Suspended 1+,2,7,External,208
324-2013-14-Free or Reduced Lunch-Suspended 11+-External,324,2013-14,Free or Reduced Lunch,Suspended 11+,0,0,External,442
324-2013-14-Free or Reduced Lunch-Suspended 1+-External,324,2013-14,Free or Reduced Lunch,Suspended 1+,3,12,External,442
324-2013-14-Male-Suspended 11+-External,324,2013-14,Male,Suspended 11+,0,0,External,234
324-2013-14-Male-Suspended 1+-External,324,2013-14,Male,Suspended 1+,4,13,External,234
324-2013-14-Multiracial-Suspended 1+-External,324,2013-14,Multiracial,Suspended 1+,0,4,External,13
324-2013-14-Multiracial-Suspended 11+-External,324,2013-14,Multiracial,Suspended 11+,0,0,External,13
324-2013-14-Special Education-Suspended 11+-External,324,2013-14,Special Education,Suspended 11+,0,0,External,73
324-2013-14-Special Education-Suspended 1+-External,324,2013-14,Special Education,Suspended 1+,7,18,External,73
324-2013-14-White non-Hispanic-Suspended 11+-External,324,2013-14,White non-Hispanic,Suspended 11+,0,0,External,11
324-2013-14-White non-Hispanic-Suspended 1+-External,324,2013-14,White non-Hispanic,Suspended 1+,0,1,External,11
325-2013-14-All Students-Suspended 1+-External,325,2013-14,All Students,Suspended 1+,3,6,External,414
325-2013-14-All Students-Suspended 11+-External,325,2013-14,All Students,Suspended 11+,0,0,External,414
325-2013-14-Black non-Hispanic-Suspended 1+-External,325,2013-14,Black non-Hispanic,Suspended 1+,4,7,External,399
325-2013-14-Black non-Hispanic-Suspended 11+-External,325,2013-14,Black non-Hispanic,Suspended 11+,0,0,External,399
325-2013-14-Female-Suspended 1+-External,325,2013-14,Female,Suspended 1+,1,3,External,210
325-2013-14-Female-Suspended 11+-External,325,2013-14,Female,Suspended 11+,0,0,External,210
325-2013-14-Free or Reduced Lunch-Suspended 11+-External,325,2013-14,Free or Reduced Lunch,Suspended 11+,0,0,External,414
325-2013-14-Free or Reduced Lunch-Suspended 1+-External,325,2013-14,Free or Reduced Lunch,Suspended 1+,3,7,External,414
325-2013-14-Male-Suspended 1+-External,325,2013-14,Male,Suspended 1+,5,8,External,204
325-2013-14-Male-Suspended 11+-External,325,2013-14,Male,Suspended 11+,0,0,External,204
325-2013-14-Special Education-Suspended 1+-External,325,2013-14,Special Education,Suspended 1+,5,11,External,62
325-2013-14-Special Education-Suspended 11+-External,325,2013-14,Special Education,Suspended 11+,0,0,External,62
326-2013-14-All Students-Suspended 1+-External,326,2013-14,All Students,Suspended 1+,1,6,External,289
326-2013-14-All Students-Suspended 11+-External,326,2013-14,All Students,Suspended 11+,0,0,External,289
326-2013-14-Asian-Suspended 11+-External,326,2013-14,Asian,Suspended 11+,0,0,External,55
326-2013-14-Asian-Suspended 1+-External,326,2013-14,Asian,Suspended 1+,4,2,External,55
326-2013-14-Black non-Hispanic-Suspended 1+-External,326,2013-14,Black non-Hispanic,Suspended 1+,0,7,External,44
326-2013-14-Black non-Hispanic-Suspended 11+-External,326,2013-14,Black non-Hispanic,Suspended 11+,0,0,External,44
326-2013-14-Female-Suspended 1+-External,326,2013-14,Female,Suspended 1+,0,3,External,131
326-2013-14-Female-Suspended 11+-External,326,2013-14,Female,Suspended 11+,0,0,External,131
326-2013-14-Free or Reduced Lunch-Suspended 1+-External,326,2013-14,Free or Reduced Lunch,Suspended 1+,1,7,External,289
326-2013-14-Free or Reduced Lunch-Suspended 11+-External,326,2013-14,Free or Reduced Lunch,Suspended 11+,0,0,External,289
326-2013-14-Male-Suspended 1+-External,326,2013-14,Male,Suspended 1+,2,8,External,158
326-2013-14-Male-Suspended 11+-External,326,2013-14,Male,Suspended 11+,0,0,External,158
326-2013-14-Special Education-Suspended 11+-External,326,2013-14,Special Education,Suspended 11+,0,0,External,41
326-2013-14-Special Education-Suspended 1+-External,326,2013-14,Special Education,Suspended 1+,5,11,External,41
327-2013-14-All Students-Suspended 1+-External,327,2013-14,All Students,Suspended 1+,4,10,External,480
327-2013-14-All Students-Suspended 11+-External,327,2013-14,All Students,Suspended 11+,0,0,External,480
327-2013-14-Asian-Suspended 11+-External,327,2013-14,Asian,Suspended 11+,0,0,External,12
327-2013-14-Asian-Suspended 1+-External,327,2013-14,Asian,Suspended 1+,0,2,External,12
327-2013-14-Black non-Hispanic-Suspended 1+-External,327,2013-14,Black non-Hispanic,Suspended 1+,7,13,External,156
327-2013-14-Black non-Hispanic-Suspended 11+-External,327,2013-14,Black non-Hispanic,Suspended 11+,0,0,External,156
327-2013-14-Female-Suspended 11+-External,327,2013-14,Female,Suspended 11+,0,0,External,247
327-2013-14-Female-Suspended 1+-External,327,2013-14,Female,Suspended 1+,2,7,External,247
327-2013-14-Free or Reduced Lunch-Suspended 11+-External,327,2013-14,Free or Reduced Lunch,Suspended 11+,0,0,External,480
327-2013-14-Free or Reduced Lunch-Suspended 1+-External,327,2013-14,Free or Reduced Lunch,Suspended 1+,4,12,External,480
327-2013-14-Male-Suspended 1+-External,327,2013-14,Male,Suspended 1+,5,13,External,233
327-2013-14-Male-Suspended 11+-External,327,2013-14,Male,Suspended 11+,0,0,External,233
327-2013-14-Special Education-Suspended 11+-External,327,2013-14,Special Education,Suspended 11+,0,0,External,80
327-2013-14-Special Education-Suspended 1+-External,327,2013-14,Special Education,Suspended 1+,5,18,External,80
328-2013-14-All Students-Suspended 1+-External,328,2013-14,All Students,Suspended 1+,6,6,External,509
